Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
Smurfs: The Lost Village,"Animation, Adventure, Comedy, Family, Fantasy","Family Adventures,Films for ages 5 to 7,Films for ages 8 to 10,Children & Family Films,Family Features,Family Comedies,Family Sci-Fi & Fantasy,Comedies,US Movies",English,Movie,2.3,"France,Canada,Switzerland,Brazil,Australia,Argentina,Mexico,Turkey,Spain,Colombia,Germany",1-2 hour,Kelly Asbury,"Pamela Ribon, Peyo, Stacey Harman","Jack McBrayer, Rainn Wilson, Demi Lovato, Joe Manganiello",PG,6.0,40.0,40.0,1.0,6.0,"$45,020,282",07 Apr 2017,2017-10-20,Kerner Entertainment,https://www.netflix.com/watch/80121839,https://www.imdb.com/title/tt2398241,"Smurfette and best pals Brainy, Clumsy and Hefty journey deep into the Forbidden Forest to save a mysterious lost village from evil wizard Gargamel.",18627.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbdDS1zxK1Q9SnoeiH9GRQrjn3O4VcLPE6R6CNUl1sLVyft1dnoxzqMY-zC27a0I3FqMklYA4c8OUefzgSJt8woOPQ.jpg?r=3ed,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NjgyMTYzM15BMl5BanBnXkFtZTgwMzIxNDc4MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=9NO8wk4n1Cs,YouTube
One of Us,"Drama, Horror, Mystery, Thriller",Documentaries,English,Movie,8.1,"United States,Lithuania,Spain,Brazil,United Kingdom,Australia,Czech Republic,France,Germany,Canada,Poland,India,Sweden,Netherlands,Singapore,Argentina,Russia,Slovakia,Israel,Hong Kong,Japan,Romania,Belgium,Mexico,South Korea,Greece,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",1-2 hour,Blake Reigle,"Andrea Ajemian, Blaine Chiappetta","Derek Smith, Carly Schroeder, Christa B. Allen, Chasty Ballesteros",Unrated,4.2,93.0,,2.0,,,,2017-10-20,,https://www.netflix.com/watch/80118101,https://www.imdb.com/title/tt5974626,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.",556.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXxXEI5bBFy492bzQxkMff5Nc3z_X1eRX32bPaeVQV1IakO2rk-MRkSjR-nQV02uXCPzoBepY62Yd1MThH8NbtT8ce7RKfwBCw6aHudFv-L0WnyA15w9kf_6Has.jpg?r=35e,https://images-na.ssl-images-amazon.com/images/M/MV5BMGI5ODQzODQtZGUxZC00MWY0LTgyNjgtMDM5NDYxNmUxNWYzXkEyXkFqcGdeQXVyNTk0NzE2OTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=amdsTt1tBSY,YouTube
All Eyez on Me,"Biography, Drama, Music","Dramas based on real life,Dramas,Movies Based on Real Life,Hip-Hop,Music & Musicals,US Movies",English,Movie,1.9,"France,Japan,Switzerland,Netherlands,Germany,Sweden",> 2 hrs,Benny Boom,"Steven Bagatourian, Jeremy Haft, Eddie Gonzalez","Demetrius Shipp Jr., Kat Graham, Danai Gurira, Hill Harper",R,5.9,18.0,38.0,,1.0,"$44,922,302",16 Jun 2017,2017-10-20,"Morgan Creek Productions, Codeblack Films, Program Pictures",https://www.netflix.com/watch/80117944,https://www.imdb.com/title/tt1666185,Indomitable rapper and poet Tupac Shakur faces inner demons and a life of escalating danger as he pursues a successful career in the music industry.,21281.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa4_50foLmeWa2rSayP2gXd9YplWmwVh0H8-o4SzbXHsqKo6X9KbCJxl1QuuXWJdfEH8zv-VhDdEaoIJirFkqzj40A.jpg?r=f7e,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NzQ4NzU4OF5BMl5BanBnXkFtZTgwNTkxMzE0MjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=nsrOCzUwcjE,YouTube
Colossal,"Action, Comedy, Drama, Fantasy, Sci-Fi, Thriller","Sci-Fi Dramas,Canadian Comedies,Canadian Dramas,Dramas,Action Sci-Fi & Fantasy,Comedies,Sci-Fi & Fantasy,Action Comedies,Action & Adventure,Monster Films,Canadian Films,Dark Comedies,Critically-acclaimed Canadian Movies,Sci-Fi","English, Korean",Movie,3.5,"Switzerland,United Kingdom,Japan,Germany,Australia",1-2 hour,Nacho Vigalondo,Nacho Vigalondo,"Jason Sudeikis, Anne Hathaway, Tim Blake Nelson, Austin Stowell",R,6.2,81.0,70.0,3.0,8.0,"$3,029,287",21 Apr 2017,2017-10-19,Brightlight Pictures,https://www.netflix.com/watch/80158202,https://www.imdb.com/title/tt4680182,An unemployed New York party girl whos returned to her hometown comes to believe she has a connection to a mega-monster running amok in Seoul.,59188.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABemcaGh9lppN8hAPUnss5w718vHHie3yB5m2MlopKkSqBAIWxev1GnpX1oe1TuUahvd750YIE5aEGNjD0zfDxK2KvQ.jpg?r=25f,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTExOTA2MF5BMl5BanBnXkFtZTgwNTMwMjE2MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=LRqCFSrHPWA,YouTube
Sab Jholmaal Hai,Animation,"TV Programmes,TV Comedies,Kids TV,TV Cartoons,Animal Tales,TV Animated Comedies,Indian TV Shows,Hindi-Language TV Shows",English,Series,7.7,"Canada,Australia,Lithuania,United Kingdom,Russia,South Africa,Singapore,Romania,Thailand,Hungary,India,Czech Republic,United States,Greece,Slovakia,Malaysia,Iceland,Israel",< 30 minutes,,,Mubeen Saudagar,TV-G,5.5,,,,,,,2017-10-19,,https://www.netflix.com/watch/80207879,https://www.imdb.com/title/tt7533276,"In this madcap comedy, two mischievous cats, a talking parrot and a high-strung dog keep getting into trouble while their human is away.",33.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRm0GUgFrfyDBTfnJu0whqfQcy_9v3Bv0X0WJjZR1dzH4ujYReTs6UfThk7HfTnLUTYMSyvBG9zXRZtqwonVl6WFPg.jpg?r=f18,,,
Patton Oswalt: Annihilation,Comedy,"Stand-up Comedy & Talk Shows,Comedies,Stand-up Comedy,Dark Comedies,Political Comedies",English,Movie,8.2,"Lithuania,Brazil,United Kingdom,Spain,Germany,Australia,Czech Republic,France,Singapore,Poland,Netherlands,Sweden,Canada,India,Russia,Slovakia,Hungary,Israel,Hong Kong,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Portugal,South Africa,Japan,Iceland,Italy,Thailand,Turkey,United States",1-2 hour,Bobcat Goldthwait,Patton Oswalt,Patton Oswalt,TV-MA,7.2,100.0,,,,,17 Oct 2017,2017-10-17,,https://www.netflix.com/watch/80177406,https://www.imdb.com/title/tt7026230,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",2160.0,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQLOqXCJOUoXh5K3f79zeY8yymbZqDrNsiDQ3o2uy8oJHjtxwjXM91DjbUMD1fFMe_XrAl6j1vGmQwB0aQy2_YGP4zxyvqWYfHJTYtxU5x4GwEFaroKneZ4kBMo.jpg?r=9e9,https://images-na.ssl-images-amazon.com/images/M/MV5BNDgwZGVlMDItNzJhZi00NGE3LThkOWYtODE5ODgzNTlhMDA0XkEyXkFqcGdeQXVyMjc0MzU3MzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=4hZi5QaMBFc,YouTube
La Femme,Drama,"TV Programmes,Asian TV Shows,TV Dramas,Malaysian Programmes","French, English",Series,8.3,"Lithuania,United Kingdom,Singapore,Australia,Canada,Russia,Hong Kong,South Africa,Thailand,Hungary,India,Czech Republic,United States,Slovakia,Malaysia,Iceland",< 30 minutes,Thierry Binisti,"Daniel Tonachella, Isabelle de Botton","Line Renaud, Simon Boyle, Richard Sammel, Pierre Mondy",,6.6,,,,,,06 Sep 2008,2017-10-16,,https://www.netflix.com/watch/80136787,https://www.imdb.com/title/tt1285117,"Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse.",39.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQC9tULL7nSNveMsu_Z8F9nefz1YIHZ_f7igrAJ8J7BMjwZQfUYRlQdiB35x6nWi-iKu9XFYTp3k3gg4oz8LmdGUqg.jpg?r=9d7,,,
Laws of Attraction,"Short, Comedy, Romance","TV Comedies,Romantic TV Programmes,TV Dramas,TV Programmes,TV Comedy Dramas,International TV Shows,Romantic TV Comedies,Romantic TV Dramas,Malaysian Programmes",English,Series,,"Lithuania,United Kingdom,Australia,Singapore,Canada,Russia,Hong Kong,South Africa,Thailand,Hungary,India,Czech Republic,United States,Slovakia,Malaysia,Iceland",< 30 minutes,David Pemberton-Smith,David Pemberton-Smith,"Allison Powell, Jade Arnold, Christine Rogers, Wyatt Geist",,,,,,,,,2017-10-16,,https://www.netflix.com/watch/80136454,https://www.imdb.com/title/tt2239358,"Four couples -- a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views -- weather ups and downs.",,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWLQTDwfUvMfqZ4_XzjtDqyu_UmewB7BY6kbts6D3KIbn3niGdzgSg72MDcL3tLBjqoNaf6Rt6QFa4I8ZxIZjD8zAA.jpg?r=d05,,,
Rosita,"Drama, Romance","Nordic Movies,Nordic Dramas,Independent Dramas,Romantic Films,International Films,Romantic Independent Films,Romantic Nordic Movies,Scandinavian Independent Movies,Dramas,Independent Films,Danish Films,Romantic Dramas","Danish, English, Tagalog",Movie,8.0,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom",1-2 hour,Frederikke Aspöck,"Bergljot Bleken, Kim Fupz Aakeson","Mikkel Boe Følsgaard, Julie Agnete Vang, Jens Albinus, Mercedes Cabral",,6.3,,,1.0,4.0,,16 Apr 2015,2017-10-16,,https://www.netflix.com/watch/80200044,https://www.imdb.com/title/tt4160122,"In a remote Danish fishing village, a middle-aged widowers son is attracted to the young Filipino woman whom his father is considering marrying.",344.0,https://occ-0-38-1501.1.nflxso.net/art/85acb/4d4b56cea1ab7a78f8117beff35af05c4e685acb.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTYzNzVmOTQtYWI4NS00MDZkLThmNmQtZGE4NmQ5M2I3YWY2XkEyXkFqcGdeQXVyMjAwMzU2MDY@._V1_SX300.jpg,,
Baadshaho,"Action, Thriller","Action & Adventure,Crime Action & Adventure,Heist Films,Crime Films,Action Thrillers,International Action & Adventure,Indian Films,Hindi-language Films,Bollywood Films",Hindi,Movie,4.1,"Australia,India,Lithuania,United Kingdom,Canada,Russia,Hungary,South Africa,Czech Republic,United States,Slovakia,Turkey,Malaysia,Iceland,Israel",> 2 hrs,Milan Luthria,Rajat Arora,"Ajay Devgn, Esha Gupta, Emraan Hashmi, Ileana D'Cruz",Not Rated,4.9,0.0,,1.0,1.0,,01 Sep 2017,2017-10-16,,https://www.netflix.com/watch/80211134,https://www.imdb.com/title/tt4906960,"In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lovers seized treasures.",4336.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQIvAbGw63_Q1UzzfDESjfkvs0yBS2SN9NopjW0hzhX-mAMwSZ7lTTaXOozNrmG1CDjqqxmAHJhRHPPbDFlzdBxvBA.jpg?r=bf5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNjcwNTI3N15BMl5BanBnXkFtZTgwODU3NTE2MjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=kBPjOTalYBQ,YouTube
Lucknow Central,"Action, Drama, Music, Thriller","Crime Films,Crime Dramas,Music & Musicals,Dramas,Musicals,International Dramas,Indian Films,Hindi-language Films,Bollywood Films",Hindi,Movie,6.2,"Czech Republic,Australia,Lithuania,Canada,France,Germany,Argentina,Singapore,Sweden,Poland,Spain,Russia,Slovakia,Hungary,Hong Kong,Romania,Mexico,Belgium,South Korea,Greece,Switzerland,Portugal,South Africa,Iceland,Thailand,United Kingdom,Turkey,India,United States,Brazil,Netherlands,Israel,Italy,Colombia",> 2 hrs,Ranjit Tewari,"Aseem Arrora, Ranjit Tewari","Farhan Akhtar, Diana Penty, Inaamulhaq, Ronit Roy",Not Rated,6.2,40.0,,,,,15 Sep 2017,2017-10-16,Viacom18 Motion Pictures,https://www.netflix.com/watch/80204433,https://www.imdb.com/title/tt5697870,"After being arrested for a crime he didnt commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",2623.0,http://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTSXsNiSIkKOTrMJVVxiGAoZnDKQ82zCovEV2XbpGgw8oZMA98B9DxjCW6FYuX_Ik2AvRAjwCAR_lEMgizXZuK4vdg.jpg?r=9ee,https://images-na.ssl-images-amazon.com/images/M/MV5BNjIyNTE5ZGQtMzgyYy00ZGI3LWI0MjktOTJhMTczYWZmZTExXkEyXkFqcGdeQXVyNTg3MzU3ODQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=KAQvmBSzHlI,YouTube
The Abyss,"Adventure, Drama, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Sci-Fi Adventure,Alien Sci-Fi,Sci-Fi Thrillers,Adventures,Action & Adventure,Action Thrillers,Action Sci-Fi & Fantasy,US Movies",English,Movie,3.8,South Korea,> 2 hrs,James Cameron,James Cameron,"Leo Burmester, Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn",PG-13,7.5,89.0,62.0,9.0,15.0,"$54,461,047",09 Aug 1989,2017-10-15,"Lightstorm Entertainment, Pacific Western",https://www.netflix.com/watch/60000335,https://www.imdb.com/title/tt0096754,"When a nuclear sub sinks, a team of divers descends the depths to determine the cause in this sci-fi thriller from writer-director James Cameron.",162973.0,https://occ-0-1348-1347.1.nflxso.net/art/56091/269bc45ac49ea5d4922d5050c91c3c354e856091.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYWMzMDNlMDQtMTYyYi00OTM3LTllZDYtYThhMTk5MzNhZTRhXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=WYPcLYPoaxo,YouTube
Fala Comigo,Drama,"Dramas,Romantic Independent Films,Independent Dramas,Brazilian Dramas,Independent Films,Brazilian Films,Romantic Films,Romantic Dramas",Portuguese,Movie,7.9,Brazil,1-2 hour,Felipe Sholl,Felipe Sholl,"Tom Karabachian, Denise Fraga, Emílio de Mello, Karine Teles",,6.3,,,3.0,1.0,,13 Jul 2017,2017-10-15,,https://www.netflix.com/watch/80201838,https://www.imdb.com/title/tt5657776,"A bored teen phones his psychiatrist mothers female patients to elicit a thrill, but he suddenly finds himself making a real-life connection.",423.0,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbVBKhsqJCbzhQThgj7T4zgPy0mn8eWdF32wRqqW9UvZ0J8vf7sa7xkaHW9g1xewn9_dywm9S3Ol2L5-Ju4_6STIyA.jpg?r=921,https://images-na.ssl-images-amazon.com/images/M/MV5BYzZkZjFjYjItNTM5ZS00NTg1LTkxMWItYmM1NWI3MDFlY2QzXkEyXkFqcGdeQXVyOTU3ODk4MQ@@._V1_SX300.jpg,,
Ujala,"Crime, Drama, Romance","Dramas,Social Issue Dramas,Bollywood Films,Indian Films,Hindi-language Films,International Dramas",Hindi,Movie,8.4,"Australia,India,Lithuania,United Kingdom,Canada,Russia,South Africa,Hungary,Czech Republic,United States,Slovakia,Malaysia,Iceland",> 2 hrs,Naresh Saigal,"Qamar Jalalabadi, Manohar Singh Sehrai, Naresh Saigal","Raaj Kumar, Leela Chitnis, Shammi Kapoor, Mala Sinha",,6.8,,,,,,,2017-10-15,,https://www.netflix.com/watch/80158391,https://www.imdb.com/title/tt0157132,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",61.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABenPvFwmRIVPC6HFBK5t3VJsX1Zngui7sGsYCBsIi9KgGIpS1EGheqxcpYHPVvi2_Bu91nlGKead5tA9DXG9kYOoOw.jpg?r=da9,,,
Why Knot,Documentary,"Documentaries,Canadian Films,Documentaries",English,Movie,7.7,Canada,1-2 hour,Dhruv Dhawan,Dhruv Dhawan,,,5.5,,,,,,,2017-10-15,,https://www.netflix.com/watch/80211540,https://www.imdb.com/title/tt3483174,"Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity.",64.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd5bB4FHHGX7AoK-TkHsZZUcIRCU7d66diCgBaAT8vz7GjFEhYBaxQLIhmGk1xkI_Bhb_cf8y5THs2uy378mU_ws_w.jpg?r=48c,https://images-na.ssl-images-amazon.com/images/M/MV5BZDY3ZmZiMzgtOWI0ZS00ZjM2LWFhZWUtMDA2YzAxZDYxY2EzXkEyXkFqcGdeQXVyODUzNTM4NA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=uXufovkWoh4,YouTube
Singapore,"Crime, Thriller","Crime Films,Crime Dramas,Mysteries,Musicals,Music & Musicals,Dramas,Crime Comedies,Bollywood Films,Comedies,Indian Films,Hindi-language Films,International Comedies,International Dramas",Hindi,Movie,8.2,"Australia,India,Lithuania,United Kingdom,Canada,Russia,South Africa,Hungary,Czech Republic,United States,Slovakia,Malaysia,Iceland",> 2 hrs,Shakti Samanta,"Qamar Jalalabadi, Surinder, Vrajendra Gaur","Shashikala, Maria Menado, Padmini, Shammi Kapoor",,6.4,,,,,,,2017-10-15,,https://www.netflix.com/watch/80158547,https://www.imdb.com/title/tt0268639,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",70.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa_b9MHeUrUhWymXXwzrnM5BDzkb_K38TGuAJZxaWhr8OkYIWTgxPuwTprlN20ypil7goljvOyvp4__6KgZF1tH5SQ.jpg?r=69b,,,
Belief: The Possession of Janet Moses,"Documentary, Crime, Drama, Horror, Mystery","Documentaries,International Films,Documentaries,Police Movies,Social & Cultural Documentaries",English,Movie,7.6,"Germany,Czech Republic,France,Poland,Australia,Singapore,Sweden,India,Lithuania,Spain,United Kingdom,Canada,Argentina,Russia,Slovakia,Hungary,Hong Kong,Japan,Romania,Mexico,Belgium,South Korea,Greece,Switzerland,Portugal,South Africa,Iceland,Thailand,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",1-2 hour,David Stubbs,David Stubbs,"Vivien Bell, Tangaroa Te Ariki, Viv Babbington, Nick Blake",,5.7,,,,,,27 Jul 2015,2017-10-15,,https://www.netflix.com/watch/80126016,https://www.imdb.com/title/tt4930242,"This documentary tries to reconstruct, through a series of interviews, a familys misguided attempt to heal a womans pain through exorcism.",583.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQw-OafJu9RdO5LxxJl5rONdDaVlgkSBr2x3W-oF4i4ZZABpCS9a0rkRq0wfnzEUMLkKCl44bTNb0Uxq_tK6ABTNzw.jpg?r=071,https://images-na.ssl-images-amazon.com/images/M/MV5BNWRlYmRmOGUtMjVkZS00YjE4LTk5NmQtNjBmOTA3NzhjN2VkXkEyXkFqcGdeQXVyMTA0NDUxODQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=eKjF05yXlks,YouTube
Skin Wars: Fresh Paint,Reality-TV,"Reality TV,US TV Programmes,TV Programmes,Competition Reality TV",English,Series,7.9,"Australia,Canada,United States",< 30 minutes,,,"Mat Gleason, RuPaul, Emma Cammack, Amanda Rea",,6.2,,,,,,15 Jun 2016,2017-10-15,,https://www.netflix.com/watch/80179556,https://www.imdb.com/title/tt6358798,"In each episode of this Skin Wars spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time.",305.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb99EZ3CVgczmGKuDWduFb9ttRZUCzIFKir7WOv8T0fCTgk4UNHVb6BvRFO50CQlOLsA6E8M-XWz61pioHP17ZJXrw.jpg?r=11e,https://images-na.ssl-images-amazon.com/images/M/MV5BNmM2OTQ5ZWMtYjYwYy00NjYxLWFlYWUtNDcxNzZmNWRlNTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTIzMDc1NjY@._V1_SX300.jpg,,
Hubert und Staller,"Comedy, Crime","German TV Shows,Crime TV Programmes,TV Dramas,TV Programmes,Crime TV Dramas",German,Series,8.3,"Switzerland,Germany",< 30 minutes,Jan Markus Linhof,"Philip Kaetner, Oliver Mielke","Annett Fleischer, Helmfried von Lüttichau, Christian Tramitz, Michael Brandner",,6.8,,,,,,21 Jan 2016,2017-10-15,,https://www.netflix.com/watch/80161932,https://www.imdb.com/title/tt4626906,"Despite their mismatched styles, police officer partners Hubert and Staller rely on teamwork as they investigate murder cases in rural Bavaria.",144.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaCWwbrDo6M3jVauz6SZA3aIiemHzWUTf_XPeEX67nzdors6B4PMCeeUxI9p0pp411jDURI9SY1ajKi7wEOLvGRT3w.jpg?r=c76,https://images-na.ssl-images-amazon.com/images/M/MV5BNTc5MWY2NTItMWExZS00NTVmLTg0M2UtMjg0MGQ1MWE4NjQ3XkEyXkFqcGdeQXVyNDE4MDU5OTE@._V1_SX300.jpg,,
Seven and Me,"Animation, Comedy, Family, Fantasy","Kids TV,TV Programmes,TV Cartoons",English,Series,7.7,"Australia,France,United Kingdom,Canada,India,Russia,Singapore,Czech Republic,Argentina,Lithuania,Spain,Slovakia,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Portugal,South Africa,Iceland,Thailand,Hungary,Poland,Germany,Sweden,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Romain van Liemt, Cédric Pilot","David Lowe, Flavio Parenti, Geraldine O'Rawe, Leila Jolene",,5.5,,,,,,,2017-10-15,,https://www.netflix.com/watch/80183199,https://www.imdb.com/title/tt4467232,A little girl discovers she’s the modern-day descendant of Snow White when seven dwarves arrive at her suburban home to serve as her guardian angels.,42.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXJPCSycLxths0Q7MCM9OCvxWZ4-2pgtCkxmf9-h7LAEqWNXVHRiJl-9VUY8nTpvlb8uoCETLI1pBhvp9ZvpXbDjMA.jpg?r=ce6,,,
Power Rangers Ninja Steel,"Action, Adventure, Drama, Sci-Fi, Thriller","TV Programmes,Kids TV",English,Series,7.7,"Romania,Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Mexico,Belgium,South Africa,Portugal,Hungary,Slovakia,Sweden,Argentina,Australia,Germany,Israel,Brazil,Switzerland,Turkey,India,United Kingdom,United States,Russia,Colombia,Netherlands",< 30 minutes,,"Haim Saban, Power Rangers Story Department","Peter Adrian Sudarso, Zoë Robins, Nico Greetham, William Shewfelt",TV-Y7,6.1,,,,2.0,,21 Jan 2017,2017-10-15,,https://www.netflix.com/watch/80176076,https://www.imdb.com/title/tt5335606,A new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain Galvanax and save Earth from destruction.,666.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQZiKIYT0ptVYuwNRjd4ZUc4RocOmg5lqYMI8HG_LA3HQ9EjtwBZQRJ7gmrONcKnWfHTbvP4XV2bTQeG41K_-DmAOQ.jpg?r=9d1,https://images-na.ssl-images-amazon.com/images/M/MV5BMDM0MTI2ZjAtMjMwZC00Y2NjLTk5MmEtNmI2MDBmOWIyMDI1XkEyXkFqcGdeQXVyNDA5ODU0NDg@._V1_SX300.jpg,,
Daniël Arends: Carte Blanche,"Documentary, Comedy","Comedies,Stand-up Comedy & Talk Shows,Dutch Comedies,Stand-up Comedy",Dutch,Movie,8.6,Belgium,1-2 hour,"Joeri Tijdink, Doesjka van Hoogdalem",Daniël Arends,Daniël Arends,,7.4,,,,,,14 Oct 2016,2017-10-14,,https://www.netflix.com/watch/80190950,https://www.imdb.com/title/tt6106394,"Always confrontational and provocative, comic performer Daniël Arends challenges orthodoxy, the fakery and hypocrisy of modern life, and even himself.",176.0,http://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYYThntxrH9Z4V8ftm0NmWi-Zg29lSbu_MlE-8ctTnTpZzncb-riPlJQqUgCaey96tMFV05GaZ5cO1upya15ouJs7A.jpg?r=d95,https://images-na.ssl-images-amazon.com/images/M/MV5BOGFjZmNhN2QtZjA2OS00ZmY2LWIxNzQtYzVjMmY5YzY3OTlkXkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg,,
Kingdom of Us,"Documentary, Drama","Documentaries,Biographical Documentaries,Documentaries",English,Movie,8.9,"Brazil,United States,Spain,Germany,Australia,Czech Republic,France,Singapore,Poland,Netherlands,Canada,Sweden,India,Lithuania,Russia,Slovakia,Hungary,Hong Kong,Japan,Romania,Mexico,Belgium,South Korea,Greece,Switzerland,Portugal,South Africa,Iceland,Israel,Italy,Thailand,United Kingdom,Turkey,Colombia,Argentina",1-2 hour,Lucy Cohen,,"Jamie-Jodie Shanks, Lorie-Lanie Shanks, Mirie-Marie Shanks, Kacie-Kimie Shanks",,7.0,100.0,,1.0,2.0,,13 Oct 2017,2017-10-13,,https://www.netflix.com/watch/80158844,https://www.imdb.com/title/tt7321274,A fathers suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,788.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf9bUmHHiXrTFOr2MBUPoNPPnHmx6Mq4uYRif84ylA5_0JFmvAutM9bWJobST9ne84P4JPO5tf0-LIbIJpe2HO4fmrroQlusprNHDnceftIovzG_nPlN5oced3k.jpg?r=3e2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyNTYxMTEyMzVeQTJeQWpwZ15BbWU4MDIxNTI0NTMy._V1_SX300.jpg,https://www.youtube.com/watch?v=fc8_spETMBY,YouTube
